id|isDemo|region|name
0100A9A0088FE000|1|US|Max: The Curse of Brotherhood
0100AA1011A58000|1|JP|机でバレー
0100AA20125D6000|1|US|Cris Tales
0100AA800E7E8000|1|US|The Mystery of Woolley Mountain
0100AB400C5A4000|1|JP|ネコ・トモ
0100ACB00F72A000|1|US|The Tenth Line Special Edition
0100ACC00A56E000|1|US|Midnight Deluxe
0100ACD012B06000|1|JP|妖怪学園Y ～ワイワイ学園生活～
0100AD40128B8000|1|US|Hypnospace Outlaw
0100AD8010538000|1|JP|Voxel Galaxy（ボクセルギャラクシー）
0100ADA00BE3C000|1|US|INSTANT TENNIS
0100AE800C9C6000|1|US|Yoshi´s Crafted World
0100AEE012104000|1|US|My Bewitching Perfume
0100AF100CAF6000|1|JP|リプキス
0100AFB00DAC0000|1|JP|LITTLE FRIENDS -DOGS & CATS-（リトルフレンズ　ドッグス＆キャッツ）
0100B0300FC02000|1|US|Link-a-Pix Deluxe
0100B1C00949A000|1|US|AeternoBlade
0100B260116E4000|1|US|Sky Rogue
0100B2800D506000|1|GB|SUPER DRAGON BALL HEROES WORLD MISSION
0100B2F0124D4000|1|US|Vitamin Connection
0100B4700B5B0000|1|JP|MAX マジックマーカーと兄弟の絆
0100B4B00F9F6000|1|JP|プチコン4 SmileBASIC
0100B4D00E5A6000|1|US|Kitty Love -Way to look for love-
0100B5000D49C000|1|US|Epic Astro Story
0100B5401217C000|1|US|My Butler
0100B56010A34000|1|JP|ボクらのスクールバトル
0100B5D011390000|1|JP|ピクセル クロス アドベンチャー
0100B6801137E000|1|US|Bravely Default™ II
0100B6B012FF4000|1|US|Birds and Blocks
0100B7200E02E000|1|US|BOXBOY! + BOXGIRL!™
0100B720103EE000|1|US|Skybolt Zack
0100B7B009532000|1|US|Super Chariot
0100B7E00E026000|1|US|Super Mega Baseball 2: Ultimate Edition
0100B8200ECA6000|1|US|CONTRA: ROGUE CORPS
0100BB500AAE6000|1|US|Metropolis: Lux Obscura
0100BDB0113B0000|1|JP|ことばのパズル　もじぴったんアンコール
0100BE5011192000|1|JP|机でバスケ
0100BEA0096CE000|1|US|EAT BEAT DEADSPIKE-san
0100BED00E514000|1|GB|Desktop Table Tennis
0100BF80129F8000|1|US|THE Number Puzzle
0100BFD00F028000|1|GB|Our Flick Erasers
0100C1700FB34000|1|US|AI: THE SOMNIUM FILES
0100C1800D7AE000|1|US|Pokémon: Let´s Go, Eevee! + Pikachu!
0100C1A012E40000|1|US|Death and Taxes
0100C1B00E1CA000|1|US|Brawlout
0100C24012130000|1|US|Factotum 90
0100C2D0094A2000|1|JP|リーグ オブ イーブル
0100C2E00F53C000|1|US|MISTOVER
0100C3100F7A0000|1|JP|ソードアート・オンライン フェイタル・バレット COMPLETE EDITION
0100C360070F6000|1|US|Dragon Quest Builders™
0100C3800E3C4000|1|JP|ドラえもん のび太の牧場物語
0100C3D011C74000|1|JP|げっし～ず　森の小さななかまたち
0100C4400F622000|1|US|Space War Arena 
0100C4F00D9DA000|1|US|The Pyraplex
0100C51003B46000|1|JP|モンスターハンターダブルクロス™ Nintendo Switch Ver.
0100C5E00E540000|1|US|Assault On Metaltron
0100C5F012E3E000|1|US|9 Monkeys of Shaolin
0100C6B00EAAA000|1|JP|釣りスピリッツ Nintendo Switchバージョン
0100C6E00AF2C000|1|JP|BLAZBLUE CROSS TAG BATTLE 特別体験版
0100C7A012688000|1|US|Summer in Mara
0100C7E00FC9E000|1|US|Happy Animals Bowling
0100C99011AC8000|1|JP|KUNAI
0100CA000C682000|1|US|Shift Quantum
0100CA300C5BA000|1|US|Demetrios - The BIG Cynical Adventure
0100CAB00CAC2000|1|US|Freedom Planet
0100CAB00F36A000|1|US|New Star Manager
0100CB9007DAE000|1|US|Nine Parchments
0100CC100B78A000|1|JP|モザイクアート Fill-a-Pix DELUXE
0100CC700E556000|1|US|March to a Million
0100CCA00E8E2000|1|JP|PICROSS LORD OF THE NAZARICK
0100CCA010342000|1|US|Yooka-Laylee and the Impossible Lair
0100CCE00BC48000|1|GB|Shift Quantum
0100CD6012314000|1|US|NBA 2K21
0100CD9011C04000|1|US|Clubhouse Games™: 51 Worldwide Classics
0100CE500DE88000|1|JP|海腹川背 Fresh!
0100CE50111A0000|1|US|Voxel Pirates
0100CEB00C624000|1|JP|げっし～ず　がじがじなかまをそだてよう
0100CEC00BF04000|1|US|Valthirian Arc: Hero School Story
0100D0500B5B2000|1|JP|原始人 うぉーりあーず
0100D1700992E000|1|JP|がるメタる！
0100D240104E2000|1|JP|Ghostbusters: The Video Game Remastered
0100D2600DA50000|1|US|Robothorium
0100D3000AEC2000|1|US|Baobabs Mausoleum Ep.1: Ovnifagos Don´t Eat Flamingos
0100D3000E8C8000|1|US|My Big Sister
0100D35010284000|1|JP|プリティ・プリンセス　マジカルコーディネート
0100D3C011CA2000|1|US|Tangle Tower
0100D3D00EF34000|1|US|Wordsweeper by POWGI
0100D4A00E308000|1|JP|机で野球
0100D4B00EB2E000|1|JP|リーサルリーグ ブレイズ
0100D59006266000|1|JP|ドラゴンクエストビルダーズ　アレフガルドを復活せよ
0100D5D0128B6000|1|JP|ボクらの大運動会
0100D6300B938000|1|US|Yoku's Island Express
0100D6700F386000|1|US|Fifty Words by POWGI
0100D7700EDA0000|1|US|The Tower of Beatrice
0100D7D00E2DA000|1|US|The Manga Works
0100D8301239C000|1|US|Mr. DRILLER DrillLand
0100D87002EE0000|1|US|Snipperclips™ – Cut it out, together!
0100D87012A14000|1|US|#womenUp, Super Puzzles Dream
0100D8D01004C000|1|JP|映画 すみっコぐらし　とびだす絵本とひみつのコ　ゲームであそぼう！絵本の世界
0100D9200D090000|1|US|Trials Rising Open Beta
0100D94011AD2000|1|US|Ciel Fledge: A Daughter Raising Simulator
0100D9600BA8E000|1|US|Just Shapes & Beats
