id|rank
01005A300C9F6000|152
010050F00BC1A000|153
01004F1012716000|154
01004B800AF5A000|155
01004930129E8000|156
01004680124E6000|157
010040600C5CE000|158
01003B200B372000|159
01003AB00983C000|160
010038900DFE0000|161
010031B00A4E8000|162
010031200E044000|163
01002C000E35E000|164
01002620102C6000|165
010023800D64A000|166
01001A500E8B4000|167
010011300F74C000|168
0100112003B8A000|169
010010A00A95E000|170
01000D5005974000|171
01000B900D8B0000|172
0100F90010882000|173
0100F8A00853C000|174
0100F2900B3E2000|175
0100F0400E850000|176
0100E5600D446000|177
0100D9F010C02000|178
0100D76006EF8000|179
0100D5700877A000|180
0100D1900EC80000|181
0100C53004C52000|182
0100B7900B024000|183
0100AF2009B30000|184
0100AA400C396000|185
0100A250097F0000|186
01009BD003B36000|187
01009B101044C000|188
010090400D366000|189
01008F1008DA6000|190
01007FB010DC8000|191
01006F6002840000|192
01006EC00F2CC000|193
010067300E024000|194
01005700031AE000|195
01005420101DA000|196
01004F8006A78000|197
01003DE00918E000|198
010036700F83E000|199
01002CD00A51C000|200
01002A600D7FC000|201
0100284007D6C000|202
010022700E7D6000|203
0100FF901392E000|204
0100F0700DECC000|205
0100EB800B614000|206
0100E6701231C000|207
0100E1F013674000|208
0100CC2001C6C000|209
0100CAA01084A000|210
0100BF00112C0000|211
0100BA0004F38000|212
0100B1500EF32000|213
0100AD10102B3001|214
0100A2B008696000|215
01009EA00B714000|216
01009AB00B186000|217
010099E012D00000|218
010099C00BD19002|219
01008B400BE5E000|220
010084000DAF6000|221
010074400F6A8000|222
010072000BD32000|223
0100713010E7A000|224
01006BC00B188000|225
010067300059B004|226
01005CD011474000|227
010056500AD50000|228
010054400D2E6000|229
0100417007F78000|230
010038000F644000|231
01002DE00C250000|232
01002B700F88A000|233
0100230005A52000|234
01001B300B9BE000|235
01001A800D6BC000|236
01001180021FA000|237
01000CE00CBB8000|238
0100059012BAE000|239
0100FF9003F10000|240
0100F4700B2E0000|241
0100F2A005C98000|242
0100F160092D2000|243
0100EB500D92E000|244
0100E81007A06000|245
0100DFC00EA86000|246
0100DFC003398000|247
0100CFC00A1D8000|248
0100CB000A142000|249
0100BD400DC52000|250
0100B6E00A420000|251
0100B1A00D8CE000|252
0100ADD00E17E000|253
0100A4200A284000|254
01009BF0072D5002|255
010097100EDD6000|256
01008D400A584000|257
010088F00820E000|258
01007B600D5BC000|259
010072100E312000|260
010063100B2C2000|261
010060600CFDE000|262
010046B00DE62000|263
010044500C182000|264
01003D90058FC000|265
0100388008758000|266
010003A00D0B4000|267
010002F009A7A000|268
0100FE500D0CA000|269
0100F3D001DEE000|270
0100F3500C70C000|271
0100E95010F6A000|272
0100E570051F1003|273
0100DC800A602000|274
0100D4D00AC62000|275
0100C7D00E730000|276
0100B42001DB4000|277
0100B0700E944000|278
01009FB002B2E000|279
01009A9012022000|280
01008B20022AA000|281
010079200D330000|282
010078C00DB40000|283
010077B00E046000|284
010076200CA16000|285
0100750001C70000|286
010071400F204000|287
0100704000B3A000|288
01006550129C6000|289
010060F00AA70000|290
010059D00BCAE000|291
010051D00E3A4000|292
01004CD00F690000|293
010048800B638000|294
010044700DEB0000|295
010038E011940000|296
01002FC00412C000|297
01002C000B552000|298
010020C00FFB6000|299
01001AE005166000|300
010018900DD00000|301
01000D500D08A000|302
01000B500EB22000|303
010008900705C000|304
010000E011176000|305
0100FA900FCD6000|306
0100F5800ABE8000|307
0100E5D00CC0C000|308
0100E2E00EA42000|309
0100E0200B980000|310
0100D49008748000|311
0100D0E00E51E000|312
0100AAA00DD4C000|313
0100A7F002830000|314
0100A3300CD22000|315
01009BF0072D4000|316
010093D00C726000|317
01008C800E654000|318
010089700F30C000|319
01008940086E0000|320
0100735004898000|321
01006BD001E06000|322
01006AB00BD82000|323
01005C8005F34000|324
0100538012496000|325
01004A9006B84000|326
010048900CF64000|327
0100449011506000|328
01003C100655A000|329
010032C00AC58000|330
010031500F6BC000|331
01002C0008E52000|332
01001C400482C000|333
0100192003FA4000|334
0100FCF002A58000|335
0100F6D01060E000|336
0100F2700D3F0000|337
0100EB200FC0E000|338
0100E9D00BDEA000|339
0100E910103B4000|340
0100E570094E8000|341
0100E5400BE64000|342
0100DFB00D808000|343
0100DDA012D42000|344
0100DB700382900D|345
0100DB7003828000|346
0100D3F008746000|347
0100D250083B4000|348
0100D1B006744000|349
0100D0800C612000|350
0100C3300D8C4000|351
0100C23011C9A000|352
0100C1700A9F0000|353
0100BC2004FF4000|354
0100B8B012ECA000|355
0100B280106A0000|356
0100B1E0022F8000|357
0100A48008AE8000|358
010097C00AB66000|359
010097A00CC0A000|360
01009510001CA000|361
0100921006A04000|362
01008EB012608000|363
01008C9012F4A000|364
010086D011EB8000|365
0100830004FB6000|366
0100779004172000|367
0100775004794000|368
010071B012940000|369
010060D00AE36000|370
01005F7011950000|371
01005E200E6FE000|372
010040E00F642000|373
010039601162A000|374
0100327005C94000|375
010029D00E740000|376
010021A00DE54000|377
01001B7012214000|378
0100196009998000|379
010018300D006000|380
01000D200C614000|381
010009E001D90000|382
010005100AF90000|383
010001300D14A000|384
0100F8A011396000|385
0100ED900D988000|386
0100ED700469A000|387
0100ED400EEC2000|388
0100E5400BF94000|389
0100CC80013D6000|390
0100C930118E2000|391
0100C2700C252000|392
0100C160071B8000|393
0100C11012C68000|394
0100C1000706C000|395
0100BF500E94E000|396
0100B110109F9002|397
0100B110109F8000|398
0100A9E00D97A000|399
0100A0C00D846000|400
01008F2005154000|401
010084D00CF5E000|402
0100842008EC4000|403
01007CD01345C000|404
010076E009C5E000|405
010070A00A5F4000|406
01006FD0080B2000|407
01006CB010840000|408
010069C00401A000|409
0100643002136000|410
01006000040C2000|411
01005BF00E4DE000|412
01004DB003E6A000|413
01004D501113C000|414
010048800F41C000|415
0100465008756000|416
01003EB010008000|417
01002CD00C7C8000|418
010022400BE5A000|419
01001C700F518000|420
010007B010FCC000|421
0100F4800F872000|422
0100ED600A87A000|423
0100E86010220000|424
0100E05011350000|425
0100DE70085E8000|426
0100DCF0093EC000|427
0100DB00117BA000|428
0100D4F00DD02000|429
0100D3200C52A000|430
0100D2B00BC54000|431
0100D1B00B6FA000|432
0100CDC00789E000|433
0100CD9011C04000|434
0100CCE00A4F2000|435
0100CCA010342000|436
0100CA900B6BA000|437
0100C0E00F0AC000|438
0100B2F0124D4000|439
0100B1A0066DC000|440
0100AE0003424000|441
0100A9800E9B4000|442
0100A6300150C000|443
01009D60080B4000|444
01009C4012336000|445
010099700B01A000|446
01008BE00E968000|447
01008B8004E36000|448
01008AF00A532000|449
010088900E330000|450
010083A00F8E4000|451
01007B6006092000|452
0100774009CF6000|453
01006DA00DEAC000|454
0100698009C6E000|455
01005F000B784000|456
01005AD00B91A000|457
01005A90120A8000|458
010047700D540000|459
010041C00A68C000|460
010032800BC38000|461
01002C80086E6000|462
01002BD00F626000|463
010025300B914000|464
010024C001224000|465
010022F00DA66000|466
010020400E1C2000|467
01001FA00FBBC000|468
010015B012E0C000|469
01000D1006CEC000|470
01000B20117B8000|471
010008C00B2F2000|472
0100024008310000|473
010001600D1E8000|474
0100F6D00D83E000|475
0100EC200BFF8000|476
0100E9B00A014000|477
0100E8C004616000|478
0100E8000D5B8000|479
0100E6F00C310000|480
0100DE200C350000|481
0100DD300CF3A000|482
0100D2201001E000|483
0100CA500C90C000|484
0100C6000E71E000|485
0100C1300BBC6000|486
0100C01007076000|487
0100BF5006A7C000|488
0100BE9007E7E000|489
0100B1600E9AE000|490
0100AE00096EA000|491
0100A2C01320E000|492
0100A0F00DA68000|493
0100A0C00E0DE000|494
010099F00B374000|495
01008D4007A1E000|496
01008C20106B6000|497
010088E0109C0000|498
010086C00790C000|499
010082400BCC6000|500
0100810012A1A000|501
010079300AD54000|502
01006CF00CFA4000|503
01005D700E742000|504
01005CA00E003002|505
010056E00853A000|506
0100501006494000|507
0100423009358000|508
010041100B148000|509
0100394011C30000|510
010037700E9B8000|511
010017700B6C2000|512
01000F0002BB6000|513
010000500DB50000|514
010000100C4B8000|515
0100FF1011870000|516
0100F3900D0F0000|517
0100EC7009348000|518
0100E9D00D6C2000|519
0100E98002F6E000|520
0100E940044F2000|521
0100E5500B020000|522
0100E3500D342000|523
0100DBF01000A000|524
0100DA400F624000|525
0100CEA007D08000|526
0100C9100FAE2000|527
0100C3E00D68E000|528
0100C08011942000|529
0100BA70117A6000|530
0100B8A0136D4000|531
0100B61008208000|532
0100B05012FB2000|533
0100B0500FE4E000|534
0100ADF00C78A000|535
0100AD801318A000|536
0100AAA00ACBE000|537
0100A0600B708000|538
01009D6010C44000|539
0100990011866000|540
010094E00B52E000|541
0100936011556000|542
01008E8012C02000|543
01008D100DE46000|544
010085500130A000|545
010084201056A000|546
01007EF00CB88000|547
010077D01094C000|548
010071800BA98000|549
01006C10131F6000|550
010062500BFC0000|551
01005EF003FF2000|552
01005ED00CD70000|553
01005A5011A44000|554
010057D013210000|555
010052C00B184000|556
01004EE0104F6000|557
01004D400C870000|558
01004D10020F2000|559
010048F007ADE000|560
0100488011B16000|561
010043700C9B0000|562
0100382011002000|563
010031200B94C000|564
01002E4011924000|565
010029B0118E8000|566
010026000F662000|567
01002580038DE000|568
01001B6010D58000|569
010019700D13A000|570
01000EE010B40000|571
01000CF0084BC000|572
010005400A45E000|573
010004D00A9C0000|574
0100F1401161E000|575
0100ED700B376000|576
0100ED300D8F6000|577
0100EBC00FE14000|578
0100E2800C364000|579
0100DA900B67A000|580
0100C99011AC8000|581
0100C5700434C000|582
0100B3F000BE2000|583
0100B13007A6A000|584
0100AD100E8B2000|585
0100AC300919A000|586
0100A8B00F0B4000|587
0100A7800ED94000|588
0100A5B00BDC6000|589
01009B900401E000|590
010099B00A2DC000|591
01008CD00C222000|592
010085900337E000|593
010076800E30E000|594
01006EB012FEC000|595
010053900F4BA000|596
01004E500DB3C000|597
01004AB00AEF8000|598
01003E800A102000|599
01003DE00C95E000|600
010030F00CA1E000|601
0100307004B4C000|602
0100225000FEE000|603
01000A0004C50000|604
0100FE400EBBC000|605
0100FB5010D2E000|606
0100F1200F6D8000|607
0100E7100B198000|608
0100E21009352000|609
0100E1F003EE8000|610
0100DF100B97C000|611
0100DDD0085A4000|612
0100D940022F6000|613
0100B6D00DA6E000|614
0100AEC012DEE000|615
0100AE5003EE6000|616
0100AD700CBBE000|617
0100AC10085CE000|618
0100A56006CEE000|619
0100A2600FCA0000|620
01009B400B73A000|621
0100972008234000|622
010096F00FF23001|623
010091D00BE38000|624
01009040091E0000|625
01008EF0116BE000|626
01008ED0087A4000|627
01008EC006BE2000|628
010089B013106000|629
010085A00C5E8000|630
01007C2002B3C000|631
01007900080B6000|632
0100749009844000|633
010073700E412000|634
01006D00109FE000|635
010068700C70A000|636
010065F004E5E000|637
010061B010C40000|638
01005F600CB0E000|639
010050A011344000|640
01004D501230A000|641
01004A700A168000|642
01004A600EC0A000|643
010044500CF8E000|644
010040900AF46000|645
01004070022F0000|646
01003F601025E000|647
01003830092B8000|648
01002F0011DD4000|649
010028D0045CE000|650
0100219008678000|651
010012100E208000|652
01000A601139E000|653
0100FF00042EE000|654
0100FE600C502000|655
0100FB90103DE000|656
0100F15003E64000|657
0100EB100D17C000|658
0100E7700C284000|659
0100DA700879C000|660
0100D800040AC000|661
0100D4600D0E4000|662
0100BA8001DC6000|663
0100B5900DFB2000|664
0100B2900DF20000|665
0100B1400CD50000|666
0100AD40128B8000|667
0100AAA013598000|668
0100A9C010246000|669
0100959010466000|670
0100944003820000|671
010090F012916000|672
010085500D5F6000|673
01007EE011116000|674
0100701001D92000|675
010069100DB08000|676
010059E00B93C000|677
0100522007AAA000|678
01004F50085F2000|679
01004B100AF18000|680
010049100B93E000|681
010041C00D086000|682
01003F900E74E000|683
01003C300AAAE000|684
01001D3003FDE000|685
0100F6800F48E000|686
0100F1A00A5DC000|687
0100EA900FB2C000|688
0100E1400BA96000|689
0100DF9005E7A000|690
0100D7C01115E000|691
0100D67006F14000|692
0100D06003056000|693
0100CA400B6D0000|694
0100BE800E6D8000|695
0100BAB00E8C0000|696
0100B1600DB3A000|697
010095300212A000|698
01009320084A4000|699
01008F2005155006|700
010086B00BB50000|701
01008280119B2000|702
010081A00EE62000|703
01006C600E46E000|704
01006B5012B32000|705
010068D00B3F6000|706
010067C00A776000|707
0100630010252000|708
010062800D39C000|709
010061E00E8BE000|710
010060A00B53C000|711
010058500B3E0000|712
01004B7009F00000|713
01004B1001D22000|714
010047F001DBC000|715
010033500B7B6000|716
0100322004844000|717
010031D00A604000|718
01002D70049CA000|719
01002CC003FE6000|720
01001E60085E6000|721
01001D20105C0000|722
01001A100C0E8000|723
010015A00AF1E000|724
01000E2003FA0000|725
0100FAE00E19A000|726
0100EFE00E1DC000|727
0100EDF00CAA8000|728
0100ECE00C0C4000|729
0100E9B010028000|730
0100E67008D84000|731
0100E2D00FE90000|732
0100DCA00DA7E000|733
0100D17010E32000|734
0100CAE01021A000|735
0100C7400F40A000|736
0100BB600DA1A000|737
0100B9400FA38000|738
0100B4700BFC6000|739
0100AD30095A4000|740
0100A2F006FBE000|741
010097D006DEA000|742
01008C300648E000|743
01008B900DC0A000|744
01007C600D778000|745
010078D000F88000|746
0100751007ADA000|747
010073B010F6E000|748
0100737003190000|749
010069200EB80000|750
010067E01198A000|751
010066200E1E6000|752
010061700FA8C000|753
01005B400D2EA000|754
010051F00AC5E000|755
01004AE0108E0000|756
0100496004194000|757
010047600BF72000|758
010046200FC62000|759
01003CC00D0BE000|760
010039A00BC64000|761
01002A000C478000|762
010027100BD16000|763
01001F600829A000|764
010017600B532000|765
010004400B28A000|766
0100FD901000C000|767
0100F4C00D958000|768
0100F1500E168000|769
0100EA80032EA000|770
0100E62012D3C000|771
0100E4600B166000|772
0100D740110C0000|773
0100D0400D27A000|774
0100CB2001DB8000|775
0100C8700B0B6000|776
0100C2700AEB8000|777
0100BD0012A68000|778
0100B9C012B66000|779
0100AC40038F4000|780
0100A9D00B31A000|781
0100A8C001DCE000|782
0100A3900C3E2000|783
0100A2500E232000|784
010098000D646000|785
01009440095FE000|786
01008FD004DB6000|787
01008EA00405C000|788
010085300314E000|789
0100849000BDA000|790
01007EF00B094000|791
01007C600294E000|792
01007A700A87C000|793
010077000F620000|794
010076C01015C000|795
0100763010D5A000|796
010070D009FEC000|797
0100699012F82000|798
010064800F66A000|799
010061400ED90000|800
01005EC00BEEC000|801
01004FE0107EE000|802
01004B100BDA2000|803
01004B100A5CC000|804
010049500F996000|805
010049000B69E000|806
0100437004170000|807
01003DD00D658000|808
01003D200BAA2000|809
0100355002CBE000|810
010034400CB5E000|811
010034300F0E2000|812
010033700418A000|813
01002D3007962000|814
010028B00CBD0000|815
01001FD01029E000|816
01001F90122B2000|817
01001E700AC60000|818
010015F005C8E000|819
010015500E9C0000|820
01001530097F8000|821
010013C010C5C000|822
010009F004E66000|823
010000100FB62000|824
0100FE200AF48000|825
0100F55004AB8000|826
0100F2300D4BA000|827
0100F110029C8000|828
0100E6501145E000|829
0100E64010BAA000|830
0100D51006AAC000|831
0100D0A009310000|832
0100CD1010740000|833
0100C38004DCC000|834
0100BA400E2F4000|835
0100A5900472E000|836
01009D500A194000|837
010091400D238000|838
010082B00EE50000|839
01007ED00C032000|840
01007C0003AEC000|841
010079400BEE0000|842
010076D0122A8000|843
01007020044F0000|844
01006FE0096AC000|845
01006FE005B6E000|846
010066501069C000|847
0100510004D2C000|848
01004E400D5EC000|849
010049500DE56000|850
010045C00E27C000|851
0100421003FD4000|852
010040700E8FC000|853
010031F006E76000|854
0100277011F1A000|855
010016C009374000|856
010007300C482000|857
01000690085BE000|858
010003C0099EE000|859
0100FCD00DE02000|860
0100F8100C526000|861
0100ED100BA3A000|862
0100EC9004736000|863
0100EC800800C000|864
0100EB501130E000|865
0100E7F00FFB8000|866
0100E4300C278000|867
0100DF0013570000|868
0100DB300A026000|869
0100D7D00DEF2000|870
0100D1000B18C000|871
0100CCA00E8E2000|872
0100CC600ABB2000|873
0100C66007E96000|874
0100C460040EA000|875
0100C3E00B700000|876
0100C1500B82E000|877
0100B9C012706000|878
0100B8E00359E000|879
0100B7C01169C000|880
0100B5B00693E000|881
0100B380022AE000|882
0100B10002904000|883
0100AFC00A680000|884
0100AA400A238000|885
0100A6A00894C000|886
01009CF012D50000|887
01009B500007C000|888
010097F0099B4000|889
010096D00E310000|890
01009170129FA000|891
01008DF00B78E000|892
010089A00C7B0000|893
010085500F6B6000|894
0100818008004000|895
01007F30113A6000|896
01007EB00D208000|897
01007E3006DDA000|898
010076C00B8F0000|899
01007430122D0000|900
01006D000D2A0000|901
010069300C90A000|902
010060C00E280000|903
01005F3012748000|904
01005B100C268000|905
010054600AC74000|906
0100534009FF2000|907
010052A00B5D2000|908
01004EB0119AC000|909
01004E900EDDA000|910
010042C006490000|911
01003FB00C5A8000|912
01003D601014A000|913
01003CF00DCFA000|914
010036B0034E4000|915
0100361009B1A000|916
01002C700C326000|917
0100251012E38000|918
010022D00D4F0000|919
010022B00ACE6000|920
010021D00812A000|921
010020900E7A8000|922
01001DE005012000|923
010018300C83A000|924
010015D0127D6000|925
010013F009B88000|926
010012100E8DC000|927
01000F400C1A4000|928
01000F400435A000|929
010005C00EE90000|930
010005400E394000|931
010003F00BD48000|932
0100F1400B0D6000|933
0100EBE00F22E000|934
0100EB600A4DA000|935
0100EAE010560000|936
0100E9F011346000|937
0100E66010ADE000|938
0100E1E00A14E000|939
0100D3A00409E000|940
0100D3000E8C8000|941
0100C4C00E73E000|942
0100BF600BF26000|943
0100A0F00D82A000|944
01009C4012284000|945
01009A5009A9E000|946
010097000BC10000|947
01008D8006A6A000|948
01008A6009758000|949
010087300445A000|950
010081D00E6BA000|951
010080F0099FC000|952
010080B0115BA000|953
01006D4003BCE000|954
01004A400C320000|955
01002E70032E8000|956
01002A6006AA4000|957
01001D200BCC4000|958
010018100CD46000|959
010010B00DDA2000|960
010002F001220000|961
0100011005D92000|962
0100FF7010E7E000|963
0100F7D00A1BC000|964
0100F3500A20C000|965
0100F18010BA0000|966
0100F1300EC60000|967
0100EBF00E702000|968
0100EB701117A000|969
0100E6400BCE8000|970
0100E4600D31A000|971
0100E28002D74000|972
0100E09009600000|973
0100D9D011E3C000|974
0100D04004176000|975
0100CB60092A2000|976
0100CB400E9BC000|977
0100C9600D028000|978
0100C4B0034B2000|979
0100C0F0020E8000|980
0100BFC002B4E000|981
0100BDE00862A000|982
0100BCB00AE98000|983
0100AC500EEE8000|984
01009EA00C792000|985
01009CD012CC0000|986
01008ED00E6C0000|987
010087300B730000|988
010086E00BCB2000|989
01007D200D3FC000|990
010079A0112BE000|991
010076D00E4BA000|992
010075400DDB8000|993
010073E00DBDA000|994
010071B00C904000|995
01007090104EC000|996
0100700006EF6000|997
01006D800A988000|998
01006C800C4A6000|999
010067C010F88000|1000
010061900F896000|1001
010061300BBF8000|1002
010060700AC50000|1003
01005A700ECF8000|1004
01005A700C9BA000|1005
01004B4002B6A000|1006
010049C0075F0000|1007
0100416008A12000|1008
0100401003A0C000|1009
01003DE00E000000|1010
010039000B68E000|1011
010035D00C23A000|1012
01002EB007D3A000|1013
01002A000CD48000|1014
010023900AEE0000|1015
01001C700873E000|1016
010011600C946000|1017
01000850037C0000|1018
0100FF5005B76000|1019
0100FBC007EAE000|1020
0100EEC00AA6E000|1021
0100EA6004516000|1022
0100DB100BBCE000|1023
0100DA200A09A000|1024
0100C9600A88E000|1025
0100BDD00EC5C000|1026
0100BD9004AB6000|1027
0100B8900EFA6000|1028
0100A7B00FFC2000|1029
0100A6F00AC70000|1030
0100A2F00EEFC000|1031
01009AC00D5F4000|1032
010092A00C4B6000|1033
01006F8002326000|1034
01006BE00B3C8000|1035
010068F00AA78000|1036
01004C200B0B4000|1037
010049900F546000|1038
01004900113F8000|1039
010038400C2FE000|1040
010037D00D568000|1041
010030A006F6E000|1042
010001E00A5F6000|1043
0100F7900EA7E000|1044
0100EBE002B3E000|1045
0100EB901040A000|1046
0100EB500D92F006|1047
0100E7200B272000|1048
0100E7000E826000|1049
0100E6E00E874000|1050
0100E5E00C464000|1051
0100E24006FA8000|1052
0100D0B00FB74000|1053
0100CEF001DC0000|1054
0100CC7009196000|1055
0100C81004780000|1056
0100C5F012E3E000|1057
0100BBD00976C000|1058
0100B9801210A000|1059
0100B8B013310000|1060
0100B8400A1C6000|1061
0100B6E01056E000|1062
0100B2500F0E0000|1063
0100ADA012370000|1064
0100AC4012418000|1065
01009CD00F44A000|1066
01009AD00BFD0000|1067
01008E6006502000|1068
01007D7001D0E000|1069
010079A009B7A000|1070
0100748009A28000|1071
0100729012D18000|1072
010071900D95A000|1073
0100702005E18000|1074
01006EA00D892000|1075
01006C100EC08000|1076
010064B00B95C000|1077
010061000D318000|1078
0100534011012000|1079
01004F0010A02000|1080
010049101124C000|1081
010043B00E1CE000|1082
01003C6008940000|1083
010031200981C000|1084
0100227010460000|1085
010021100DF22000|1086
01001D0003B96000|1087
01001C900CAD0000|1088
01001C9007614000|1089
010019500B69A000|1090
0100177005C8A000|1091
010012F00B6F2000|1092
01000750084B2000|1093
010007200AC0E000|1094
010005E00E2BC000|1095
0100FB700D224000|1096
0100F7800A434000|1097
0100F2800D46E000|1098
0100EBB00D2F4000|1099
0100E98006F22000|1100
0100D5000B988000|1101
0100D3100E174000|1102
0100D0C0118F8000|1103
0100C8B00C4AE000|1104
0100BE50042F6000|1105
0100BD100FFBE000|1106
0100B3E00D440000|1107
0100B0C013912000|1108
0100A9400C9C2000|1109
01009C400CC02000|1110
01009BC00B872000|1111
010096E008BAA000|1112
010092B0091D0000|1113
01008D100D43E000|1114
01008C701215A000|1115
0100874012158000|1116
010078800869A000|1117
010077B0038B2000|1118
010075900CD1C000|1119
010071800BA74000|1120
010069400B6BE000|1121
01003C000D84C000|1122
010034500641A000|1123
010027B00E40E000|1124
0100273008FBC000|1125
010025500C098000|1126
0100F9F00C696000|1127
0100F92005D54000|1128
0100F2D00C7DE000|1129
0100E7900C4C0000|1130
0100E07006C84000|1131
0100E0600BBC8000|1132
0100DE700B028000|1133
0100DBE00C554000|1134
0100DA500EFB0000|1135
0100DA20021D0000|1136
0100D47012330000|1137
0100CB8005B26000|1138
0100C4400F622000|1139
0100C3100C6EC000|1140
0100BDB01150E000|1141
0100B950129DC000|1142
0100B720103EE000|1143
0100B410040F2000|1144
0100B2C00682E000|1145
0100AFE00452E000|1146
0100AFC00E06A000|1147
0100ADF0096F2000|1148
0100ABC009708000|1149
0100A620083DA000|1150
0100A5A00DBB0000|1151
0100A2E00BB0C000|1152
0100A2500EB92000|1153
01009840046BC000|1154
010083100B5CA000|1155
01007A601318C000|1156
010074F00DE4A000|1157
01006F100EB16000|1158
01006D700FA2A000|1159
010067600AD78000|1160
01005FC010EB2000|1161
01005B000D786000|1162
01005A400DB52000|1163
01005250086C4000|1164
010045500D0F4000|1165
010044B00E70A000|1166
01004360045C8000|1167
010041C01014E000|1168
0100379013998000|1169
010031F00B246000|1170
010031B00CF66000|1171
01002B5012004000|1172
01002A2004530000|1173
010029200B6AA000|1174
010027100C544000|1175
01001C100E772000|1176
0100187003A36000|1177
01000D200C180000|1178
010007D00D43A000|1179
010001100E708000|1180
0100F2B013CA4000|1181
0100F1B00B456000|1182
0100F1A011222000|1183
0100D8A00E880000|1184
0100D6D00A490000|1185
0100CC1010464000|1186
0100C1300DE74000|1187
0100BA0003EEA000|1188
0100B28003440000|1189
0100978009B98000|1190
01008A100A028000|1191
01007F100DE52000|1192
010075000C608000|1193
01006E000C81C000|1194
01003B9007E86000|1195
0100340009736000|1196
01001E9003502000|1197
0100095009236000|1198
0100FC5009E10000|1199
0100F770045CA000|1200
0100F0B00A214000|1201
0100EF200DA60000|1202
0100EF100BD96000|1203
0100EC400D54E000|1204
0100EBE00D5B0000|1205
0100EAE00D9EC000|1206
0100E3D013B28000|1207
0100E39012AEC000|1208
0100D61012270000|1209
0100D2600736A000|1210
0100D1700E832000|1211
0100D1700ACFC000|1212
0100CA100489C000|1213
0100C3F011B58000|1214
0100C1800A9B6000|1215
0100BCA00843A000|1216
0100B61010272000|1217
0100B18001D8E000|1218
0100A7D008392000|1219
0100A790133FC000|1220
0100A7900BADA000|1221
0100A6F00C34E000|1222
0100A5B010A66000|1223
0100A3F009142000|1224
0100A1D00FE54000|1225
